id,nombre,identidad,alias,inteligencia,fuerza,velocidad,poder,genero,raza,altura_mts,peso_kg,color_ojos,color_pelo,alineacion,empresa
588,Shatterstar,Desconocido,Benjamin Russell,63,48,45,49,Masculino,-,1.91,88,Brown,Red,good,Marvel Comics
589,She-Hulk,Desconocido,Jade Giantess,81,100,42,40,Femenino,Human,2.01,315,Green,Green,good,Marvel Comics
590,She-Thing,Desconocido,Ms Marvel,69,72,21,23,Femenino,Human / Radiation,1.83,153,Blue,No Hair,good,Ms Marvel II
591,Shocker,Desconocido,No Tiene,63,10,23,79,Masculino,Human,1.75,79,Brown,Brown,bad,Marvel Comics
592,Shriek,Desconocido,Sandra Deel,50,10,23,45,Femenino,-,1.73,52,Yellow / Blue,Black,good,Marvel Comics
594,Sif,Desconocido,Mrs. Chambers,63,90,67,100,Femenino,Asgardian,1.88,191,Blue,Black,good,Marvel Comics
595,Silk,Desconocido,No Tiene,75,48,71,71,Femenino,Human,0.0,0,Brown,Black,good,Marvel Comics
598,Silver Surfer,Desconocido,No Tiene,56,100,100,100,Masculino,Alien,1.93,101,White,No Hair,good,Marvel Comics
599,Silverclaw,Desconocido,La Garra Argentado,50,28,35,34,Femenino,-,1.57,50,Brown,Black,good,Marvel Comics
600,Simon Baz,Desconocido,Green Lantern,56,90,42,100,Masculino,Human,0.0,0,Bown,Black,good,DC Comics
601,Sinestro,Desconocido,Indigo Lantern,75,85,53,100,Masculino,Korugaran,2.01,92,Black,Black,neutral,DC Comics
602,Siren,Desconocido,No Tiene,56,62,79,92,Femenino,Atlantean,1.75,72,Blue,Purple,bad,DC Comics
604,Siryn,Desconocido,Theresa Rourke,38,8,47,50,Femenino,-,1.68,52,Blue,Strawberry Blond,bad,Marvel Comics
605,Skaar,Desconocido,WorldBreaker,50,85,27,69,Masculino,-,1.98,180,Green,Black,good,Marvel Comics
607,Snowbird,Desconocido,Anne McKenzie-Thompson,50,32,27,70,Femenino,-,1.78,49,White,Blond,good,Marvel Comics
608,Sobek,Desconocido,Sobek the Talking Crocodile; The Unknown in Formless Time Before Time; Famine,50,34,23,20,Masculino,-,0.0,0,White,No Hair,good,DC Comics
609,Solomon Grundy,Desconocido,Marshland Monster,9,93,13,92,Masculino,Zombie,2.79,437,Black,White,bad,DC Comics
610,Songbird,Desconocido,Screaming Mimi,75,36,27,55,Femenino,-,1.65,65,Green,Red / White,good,Marvel Comics
611,Space Ghost,Desconocido,Ted Ghostel,38,18,33,95,Masculino,Human,1.88,113,-,-,good,DC Comics
612,Spawn,Desconocido,The One,75,60,50,100,Masculino,Demon,2.11,405,Brown,Black,good,Image Comics
613,Spectre,Desconocido,Spirit of Redemption,88,100,100,100,Masculino,God / Eternal,0.0,0,White,No Hair,good,Aztar
615,Speedy,Desconocido,Mia,50,6,33,26,Femenino,Human,0.0,0,Green,Brown,good,DC Comics
618,Spider-Girl,Desconocido,No Tiene,63,38,60,53,Femenino,Human,1.7,54,Blue,Brown,good,Marvel Comics
619,Spider-Gwen,Desconocido,Spider-Woman,75,55,63,66,Femenino,Human,1.65,56,Blue,Blond,good,Marvel Comics
620,Spider-Man,Desconocido,Prodigy,90,55,67,74,Masculino,Human,1.78,74,Hazel,Brown,good,Marvel Comics
623,Spider-Woman,Desconocido,Ariadne Hyde,56,42,42,68,Femenino,Human,1.78,59,Green,Black,good,Marvel Comics
625,Spider-Woman III,Desconocido,No Tiene,50,48,27,60,Femenino,-,1.73,55,Brown,Brown,good,Marvel Comics
627,Spock,Desconocido,No Tiene,81,18,17,56,Masculino,Human-Vulcan,1.85,81,Brown,Black,good,Star Trek
628,Spyke,Desconocido,Armadillo,50,12,17,48,Masculino,Mutant,1.83,83,Brown,Blond,good,Marvel Comics
630,Star-Lord,Desconocido,Starlord,69,20,33,25,Masculino,Human-Spartoi,1.88,79,Blue,Blond,good,Marvel Comics
631,Stardust,Desconocido,Entity Lambda-Zero,88,85,100,100,Masculino,-,0.0,0,-,-,good,Marvel Comics
632,Starfire,Desconocido,Princess Koriand'r,50,80,33,59,Femenino,Tamaranean,1.93,71,Green,Auburn,good,DC Comics
633,Stargirl,Desconocido,Stars,63,80,25,87,Femenino,Human,1.65,62,Blue,Blond,good,DC Comics
634,Static,Desconocido,Virg,69,8,42,90,Masculino,Mutant,1.7,63,Brown,Black,good,DC Comics
635,Steel,Desconocido,Man of Steel,81,82,53,64,Masculino,-,2.01,131,Brown,No Hair,good,DC Comics
636,Stephanie Powell,Desconocido,No Tiene,69,10,54,24,Femenino,-,0.0,0,-,Blond,good,ABC Studios
637,Steppenwolf,Desconocido,Steppenwulf,94,100,83,100,Masculino,New God,1.83,91,Red,Black,bad,DC Comics
638,Storm,Desconocido,Ororo Iqadi T'Challa,75,10,47,88,Femenino,Mutant,1.8,57,Blue,White,good,Marvel Comics
639,Stormtrooper,Desconocido,No Tiene,10,8,8,5,Masculino,Human,1.83,0,-,-,bad,George Lucas
640,Sunspot,Desconocido,Robert DaCosta,63,63,35,90,Masculino,Mutant,1.73,77,brown,black,good,Marvel Comics
641,Superboy,Desconocido,Experiment 13; Superman; Project: Superman; Carl Krummett; Project: Lionel Luthor; The Metropolis Kid,75,95,83,95,Masculino,-,1.7,68,Blue,Black,good,DC Comics
642,Superboy-Prime,Desconocido,Superman-Prime; Prime; Superboy; Clark Kent; Clarkie; Time Trapper,94,100,100,100,Masculino,Kryptonian,1.8,77,Blue,Black / Blue,bad,DC Comics
643,Supergirl,Desconocido,Trinity Child,94,100,100,100,Femenino,Kryptonian,1.65,54,Blue,Blond,good,DC Comics
644,Superman,Desconocido,Clark Joseph Kent,94,100,100,100,Masculino,Kryptonian,1.91,101,Blue,Black,good,Superman Prime One-Million
645,Swamp Thing,Desconocido,Le Bon Gumbo,88,95,25,100,Masculino,God / Eternal,0.0,0,Red,No Hair,bad,DC Comics
646,Swarm,Desconocido,No Tiene,75,18,50,38,Masculino,Mutant,1.96,47,Yellow,No Hair,bad,Marvel Comics
647,Sylar,Desconocido,Zane Taylor,75,10,12,91,Masculino,-,0.0,0,-,-,bad,NBC - Heroes
648,Synch,Desconocido,No Tiene,75,67,23,74,Masculino,-,1.8,74,Brown,Black,good,Marvel Comics
649,T-1000,Desconocido,T-1001,75,34,33,100,Masculino,Android,1.83,146,-,-,bad,Dark Horse Comics
650,T-800,Desconocido,Terminator,75,34,17,73,Masculino,Cyborg,0.0,176,Red,-,bad,Dark Horse Comics
651,T-850,Desconocido,Terminator,75,80,25,83,Masculino,Cyborg,0.0,198,Red,-,bad,Dark Horse Comics
652,T-X,Desconocido,No Tiene,75,63,29,100,Femenino,Cyborg,0.0,149,-,-,bad,Dark Horse Comics
653,Taskmaster,Desconocido,No Tiene,75,12,50,63,Masculino,Human,1.88,99,Brown,Brown,bad,Marvel Comics
654,Tempest,Desconocido,No Tiene,38,10,45,66,Femenino,-,1.63,54,Brown,Black,good,Angel Salvadore
655,Thanos,Desconocido,Chins,100,100,33,100,Masculino,Eternal,2.01,443,Red,No Hair,bad,Marvel Comics
656,The Cape,Desconocido,Cape,38,10,23,22,Masculino,-,0.0,0,-,-,good,-
657,The Comedian,Desconocido,Eddie Blake,63,14,17,12,Masculino,Human,1.88,101,Brown,Black,neutral,DC Comics
658,Thing,Desconocido,Dr. Josiah Verpoorteen,75,84,21,38,Masculino,Human / Radiation,1.83,225,Blue,No Hair,good,Marvel Comics
659,Thor,Desconocido,Jake Olsen,69,100,83,100,Masculino,Asgardian,1.98,288,Blue,Blond,good,Rune King Thor
660,Thor Girl,Desconocido,the Supreme,75,83,70,100,Femenino,Asgardian,1.75,143,Blue,Blond,good,Marvel Comics
661,Thunderbird,Desconocido,No Tiene,50,32,27,13,Masculino,-,1.85,101,Brown,Black,good,Marvel Comics
664,Thunderstrike,Desconocido,Thor,63,80,70,42,Masculino,-,1.98,288,Blue,Blond,good,Marvel Comics
665,Thundra,Desconocido,No Tiene,38,81,32,26,Femenino,-,2.18,158,Green,Red,good,Marvel Comics
666,Tiger Shark,Desconocido,Arlys Tigershark,38,72,46,51,Masculino,Human,1.85,203,Grey,No Hair,bad,Marvel Comics
667,Tigra,Desconocido,The Cat,63,32,53,33,Femenino,-,1.78,81,Green,Auburn,good,Marvel Comics
668,Tinkerer,Desconocido,No Tiene,100,10,23,10,Masculino,-,1.63,54,Brown,White,bad,Marvel Comics
670,Toad,Desconocido,The Terrible Toad-King,50,34,58,70,Masculino,Mutant,1.75,76,Black,Brown,neutral,Marvel Comics
671,Toxin,Desconocido,Larry,56,73,70,82,Masculino,Symbiote,1.88,97,Blue,Brown,good,Marvel Comics
672,Toxin,Desconocido,Lethal Protector,75,80,42,97,Masculino,Symbiote,1.91,117,Black,Blond,good,Anti-Venom
676,Triplicate Girl,Desconocido,Una,63,10,23,44,Femenino,-,1.68,59,Purple,Brown,good,DC Comics
677,Triton,Desconocido,No Tiene,56,63,50,35,Masculino,Inhuman,1.88,86,Green,No Hair,good,Marvel Comics
678,Two-Face,Desconocido,Apollo,88,10,12,9,Masculino,-,1.83,82,-,-,bad,DC Comics
679,Ultragirl,Desconocido,Ultra-Girl,50,80,35,35,Femenino,-,1.68,105,Blue,Blond,good,Marvel Comics
680,Ultron,Desconocido,Ultron Mark Twelve,88,83,42,100,Masculino,Android,2.06,331,Red,-,bad,Marvel Comics
681,Utgard-Loki,Desconocido,No Tiene,50,80,23,85,Masculino,Frost Giant,15.2,58000,Blue,White,bad,Marvel Comics
685,Vanisher,Desconocido,Telford Porter,63,10,75,61,Masculino,-,1.65,79,Green,No Hair,bad,Marvel Comics
686,Vegeta,Desconocido,Majin Vegeta,81,100,92,100,Masculino,Saiyan,1.68,73,-,Black,bad,Shueisha
687,Venom,Desconocido,No Tiene,75,57,65,86,Masculino,Symbiote,1.91,117,Blue,Strawberry Blond,bad,Anti-Venom
688,Venom II,Desconocido,No Tiene,50,57,47,54,Masculino,-,1.75,50,Brown,Black,bad,Marvel Comics
689,Venom III,Desconocido,Scorpion,63,73,35,73,Masculino,Symbiote,2.29,334,Brown,Brown,bad,Scorpion
690,Venompool,Desconocido,Deadpool,69,57,63,100,Masculino,Symbiote,2.26,0,-,-,-,Deadpool
692,Vibe,Desconocido,No Tiene,50,10,17,99,Masculino,Human,1.78,71,Brown,Black,good,DC Comics
693,Vindicator,Desconocido,Guardian,63,63,53,58,Femenino,Human,1.65,54,Green,Red,good,Vindicator II
696,Violet Parr,Desconocido,Vi (nickname),56,9,13,79,Femenino,Human,1.37,41,Violet,Black,good,Dark Horse Comics
697,Vision,Desconocido,Victor Shade,100,72,54,100,Masculino,Android,1.91,135,Gold,No Hair,good,Anti-Vision
699,Vixen,Desconocido,No Tiene,50,38,50,62,Femenino,Human,1.75,63,Amber,Black,good,DC Comics
701,Vulture,Desconocido,No Tiene,75,22,42,26,Masculino,Human,1.8,79,Brown,No Hair,bad,Marvel Comics
702,Walrus,Desconocido,No Tiene,50,28,8,11,Masculino,Human,1.83,162,Blue,Black,bad,Marvel Comics
703,War Machine,Desconocido,Rhodey,63,80,63,100,Masculino,Human,1.85,95,Brown,Brown,good,Marvel Comics
705,Warlock,Desconocido,Him,88,36,79,71,Masculino,-,1.88,108,Red,Blond,good,Marvel Comics
706,Warp,Desconocido,No Tiene,38,10,23,85,Masculino,-,1.73,67,Brown,Black,bad,DC Comics
707,Warpath,Desconocido,Thunderbird,38,72,47,26,Masculino,Mutant,2.18,158,Brown,Black,good,Thunderbird II
708,Wasp,Desconocido,Pixie,63,17,58,29,Femenino,Human,1.63,50,Blue,Auburn,good,Marvel Comics
709,Watcher,Desconocido,No Tiene,100,80,67,100,Masculino,-,0.0,0,-,-,good,Marvel Comics
711,White Canary,Desconocido,Silk Sister,63,7,33,49,Femenino,Human,0.0,0,Brown,Black,bad,DC Comics
713,Wildfire,Desconocido,ERG-1,50,32,23,77,Masculino,-,0.0,0,-,-,good,DC Comics
714,Winter Soldier,Desconocido,Captain America,56,32,35,60,Masculino,Human,1.75,117,Brown,Brown,good,Marvel Comics
716,Wolfsbane,Desconocido,Grimfang,38,16,35,26,Femenino,-,3.66,473,Green,Auburn,good,Marvel Comics
717,Wolverine,Desconocido,Weapon Ten,63,32,50,89,Masculino,Mutant,1.6,135,Blue,Black,good,Marvel Comics
718,Wonder Girl,Desconocido,Wonder Woman,75,90,25,39,Femenino,Demi-God,1.65,51,Blue,Blond,good,DC Comics
719,Wonder Man,Desconocido,Wondie,75,100,53,64,Masculino,-,1.88,171,Red,Black,good,Marvel Comics
720,Wonder Woman,Desconocido, Wondy,88,100,79,100,Femenino,Amazon,1.83,74,Blue,Black,good,DC Comics
722,Wyatt Wingfoot,Desconocido,No Tiene,10,10,12,1,Masculino,-,1.96,117,Brown,Black,good,Marvel Comics
723,X-23,Desconocido,Talon,75,24,42,55,Femenino,Mutant / Clone,1.55,50,Green,Black,good,Marvel Comics
724,X-Man,Desconocido,Nate the Great,88,53,53,100,Masculino,-,1.75,61,Blue,Brown,good,Marvel Comics
726,Yellowjacket,Desconocido,Hank Pym,88,10,12,12,Masculino,Human,1.83,83,Blue,Blond,good,Ant-Man
727,Yellowjacket II,Desconocido,No Tiene,50,10,35,31,Femenino,Human,1.65,52,Blue,Strawberry Blond,good,Marvel Comics
728,Ymir,Desconocido,Aurgelmir,50,100,27,98,Masculino,Frost Giant,304.8,0,White,No Hair,good,Marvel Comics
729,Yoda,Desconocido,No Tiene,88,52,33,100,Masculino,Yoda's species,0.66,17,Brown,White,good,George Lucas
730,Zatanna,Desconocido,No Tiene,81,10,23,100,Femenino,Human,1.7,57,Blue,Black,good,DC Comics
731,Zoom,Desconocido,No Tiene,50,10,100,100,Masculino,-,1.85,81,Red,Brown,bad,DC Comics
